id,name,type1,type2,moves,weight,height,hp,attack,defense,sp_atk,sp_def,speed
864,cursola,ghost,,"{'snore', 'whirlpool', 'strength-sap', 'reflect', 'rest', 'sandstorm', 'sunny-day', 'perish-song', 'stomping-tantrum', 'safeguard', 'hydro-pump', 'spite', 'earthquake', 'stealth-rock', 'liquidation', 'astonish', 'revenge', 'earth-power', 'giga-drain', 'mirror-coat', 'throat-chop', 'tackle', 'rock-slide', 'ancient-power', 'grudge', 'blizzard', 'self-destruct', 'will-o-wisp', 'ice-beam', 'dig', 'substitute', 'curse', 'round', 'icy-wind', 'meteor-beam', 'rock-blast', 'screech', 'sleep-talk', 'rain-dance', 'leech-life', 'icicle-spear', 'power-gem', 'scald', 'hex', 'burning-jealousy', 'pin-missile', 'endure', 'protect', 'rock-tomb', 'facade', 'hail', 'bulldoze', 'harden', 'giga-impact', 'surf', 'light-screen', 'attract', 'body-slam', 'hyper-beam', 'night-shade', 'shadow-ball', 'iron-defense', 'calm-mind', 'poltergeist', 'stone-edge', 'brine', 'psychic', 'amnesia', 'disable'}",4,10,60,95,50,145,130,30
865,sirfetchd,fighting,,"{'snore', 'peck', 'rest', 'fury-cutter', 'sunny-day', 'sand-attack', 'focus-energy', 'brutal-swing', 'revenge', 'leaf-blade', 'final-gambit', 'throat-chop', 'grassy-glide', 'detect', 'steel-wing', 'poison-jab', 'retaliate', 'substitute', 'round', 'first-impression', 'brave-bird', 'swords-dance', 'sleep-talk', 'meteor-assault', 'slam', 'knock-off', 'work-up', 'helping-hand', 'endure', 'protect', 'superpower', 'facade', 'coaching', 'dual-wingbeat', 'attract', 'body-slam', 'iron-defense', 'brick-break', 'solar-blade', 'assurance', 'leer', 'defog', 'close-combat', 'rock-smash'}",1170,8,62,135,95,68,82,65
866,mr-rime,ice,psychic,"{'reflect', 'sunny-day', 'ally-switch', 'safeguard', 'thunder', 'dazzling-gleam', 'grass-knot', 'blizzard', 'metronome', 'fling', 'psyshock', 'icicle-spear', 'psybeam', 'triple-axel', 'protect', 'mimic', 'wonder-room', 'pound', 'hail', 'payback', 'trick-room', 'copycat', 'misty-terrain', 'psychic', 'ice-shard', 'taunt', 'future-sight', 'stomping-tantrum', 'fake-tears', 'freeze-dry', 'rapid-spin', 'foul-play', 'stored-power', 'drain-punch', 'thunder-wave', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'solar-beam', 'confusion', 'attract', 'hyper-beam', 'iron-defense', 'brick-break', 'psychic-terrain', 'trick', 'mega-kick', 'mega-punch', 'role-play', 'rest', 'power-swap', 'thunderbolt', 'mirror-coat', 'nasty-plot', 'recycle', 'guard-swap', 'thief', 'facade', 'calm-mind', 'energy-ball', 'ice-punch', 'sucker-punch', 'magic-room', 'snore', 'slack-off', 'block', 'charm', 'after-you', 'ice-beam', 'substitute', 'round', 'icy-wind', 'focus-blast', 'screech', 'encore', 'double-kick', 'uproar', 'helping-hand', 'endure', 'teeter-dance', 'baton-pass', 'giga-impact', 'light-screen', 'skill-swap', 'avalanche', 'body-slam', 'shadow-ball', 'expanding-force', 'hypnosis'}",582,15,80,85,75,110,100,70
867,runerigus,ground,ghost,"{'snore', 'taunt', 'rest', 'sandstorm', 'ally-switch', 'crafty-shield', 'imprison', 'power-swap', 'safeguard', 'mean-look', 'earthquake', 'fake-tears', 'stealth-rock', 'astonish', 'guard-split', 'revenge', 'earth-power', 'grass-knot', 'brutal-swing', 'rock-slide', 'dragon-pulse', 'nasty-plot', 'will-o-wisp', 'substitute', 'haze', 'curse', 'round', 'sand-tomb', 'rock-blast', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'guard-swap', 'slam', 'thief', 'hex', 'endure', 'protect', 'wonder-room', 'rock-tomb', 'facade', 'bulldoze', 'destiny-bond', 'payback', 'giga-impact', 'skill-swap', 'trick-room', 'attract', 'hyper-beam', 'night-shade', 'shadow-ball', 'iron-defense', 'calm-mind', 'toxic-spikes', 'energy-ball', 'power-split', 'phantom-force', 'body-press', 'stone-edge', 'shadow-claw', 'poltergeist', 'psychic', 'amnesia', 'trick', 'dark-pulse', 'disable', 'scary-face'}",666,16,58,95,145,50,105,30
868,milcery,fairy,,"{'snore', 'rest', 'acid-armor', 'baby-doll-eyes', 'dazzling-gleam', 'tackle', 'aromatherapy', 'charm', 'stored-power', 'fling', 'substitute', 'round', 'last-resort', 'sleep-talk', 'helping-hand', 'recover', 'protect', 'endure', 'sweet-scent', 'facade', 'aromatic-mist', 'attract', 'draining-kiss', 'sweet-kiss', 'misty-terrain', 'entrainment'}",3,2,45,40,40,50,61,34
869,alcremie,fairy,,"{'snore', 'rest', 'acid-armor', 'imprison', 'safeguard', 'fake-tears', 'misty-explosion', 'dazzling-gleam', 'giga-drain', 'tackle', 'tri-attack', 'aromatherapy', 'charm', 'decorate', 'stored-power', 'play-rough', 'metronome', 'fling', 'substitute', 'drain-punch', 'round', 'psyshock', 'encore', 'sleep-talk', 'helping-hand', 'recover', 'protect', 'endure', 'wonder-room', 'sweet-scent', 'facade', 'aromatic-mist', 'solar-beam', 'giga-impact', 'light-screen', 'attract', 'hyper-beam', 'calm-mind', 'draining-kiss', 'sweet-kiss', 'energy-ball', 'misty-terrain', 'psychic', 'mystical-fire', 'magic-room', 'magical-leaf', 'entrainment'}",5,3,65,60,75,110,121,64
870,falinks,fighting,,"{'snore', 'rest', 'sunny-day', 'counter', 'focus-energy', 'revenge', 'iron-head', 'throat-chop', 'tackle', 'rock-slide', 'reversal', 'beat-up', 'megahorn', 'trailblaze', 'poison-jab', 'retaliate', 'smart-strike', 'false-swipe', 'high-horsepower', 'substitute', 'tera-blast', 'round', 'first-impression', 'focus-blast', 'screech', 'sleep-talk', 'swords-dance', 'rain-dance', 'zen-headbutt', 'knock-off', 'no-retreat', 'uproar', 'helping-hand', 'endure', 'protect', 'superpower', 'rock-tomb', 'facade', 'lunge', 'coaching', 'payback', 'giga-impact', 'take-down', 'body-slam', 'hyper-beam', 'brick-break', 'iron-defense', 'agility', 'assurance', 'body-press', 'headbutt', 'bulk-up', 'close-combat', 'rock-smash'}",620,30,65,100,100,70,60,75
871,pincurchin,electric,,"{'snore', 'peck', 'rest', 'electric-terrain', 'venoshock', 'charge', 'hydro-pump', 'thunderbolt', 'liquidation', 'thunder', 'throat-chop', 'discharge', 'reversal', 'poison-jab', 'self-destruct', 'thunder-shock', 'substitute', 'electro-ball', 'curse', 'round', 'tera-blast', 'water-gun', 'rising-voltage', 'thunder-wave', 'bubble-beam', 'rain-dance', 'sleep-talk', 'hex', 'scald', 'wild-charge', 'pin-missile', 'swift', 'recover', 'protect', 'endure', 'chilling-water', 'memento', 'facade', 'spark', 'muddy-water', 'venom-drench', 'payback', 'surf', 'giga-impact', 'attract', 'take-down', 'body-slam', 'hyper-beam', 'toxic-spikes', 'spikes', 'acupressure', 'charge-beam', 'assurance', 'brine', 'sucker-punch', 'fury-attack', 'zing-zap'}",10,3,48,101,95,91,85,15
872,snom,ice,bug,"{'snore', 'rest', 'bug-buzz', 'struggle-bug', 'powder-snow', 'mirror-coat', 'substitute', 'tera-blast', 'round', 'icy-wind', 'sleep-talk', 'pounce', 'icicle-spear', 'bug-bite', 'endure', 'protect', 'facade', 'lunge', 'fairy-wind', 'attract', 'skitter-smack'}",38,3,30,25,35,45,30,20
873,frosmoth,ice,bug,"{'snore', 'reflect', 'rest', 'bug-buzz', 'wide-guard', 'struggle-bug', 'powder-snow', 'imprison', 'safeguard', 'dazzling-gleam', 'giga-drain', 'infestation', 'hurricane', 'dual-wingbeat', 'feather-dance', 'blizzard', 'play-rough', 'ice-beam', 'substitute', 'tera-blast', 'round', 'icy-wind', 'defog', 'acrobatics', 'sleep-talk', 'pounce', 'leech-life', 'icicle-spear', 'bug-bite', 'triple-axel', 'snowscape', 'tailwind', 'swift', 'helping-hand', 'endure', 'protect', 'air-slash', 'facade', 'hail', 'lunge', 'quiver-dance', 'giga-impact', 'light-screen', 'mist', 'attract', 'stun-spore', 'take-down', 'hyper-beam', 'calm-mind', 'u-turn', 'avalanche', 'aurora-veil', 'skitter-smack', 'weather-ball', 'aurora-beam', 'ice-spinner'}",420,13,70,65,60,125,90,65
874,stonjourner,rock,,"{'snore', 'stomp', 'rest', 'sandstorm', 'sunny-day', 'wide-guard', 'stomping-tantrum', 'imprison', 'safeguard', 'block', 'earthquake', 'stealth-rock', 'rock-throw', 'brutal-swing', 'earth-power', 'rock-slide', 'heavy-slam', 'ancient-power', 'gravity', 'self-destruct', 'high-horsepower', 'substitute', 'tera-blast', 'curse', 'round', 'sand-tomb', 'meteor-beam', 'rock-blast', 'sleep-talk', 'power-gem', 'low-kick', 'endure', 'protect', 'wonder-room', 'superpower', 'rock-tomb', 'facade', 'bulldoze', 'giga-impact', 'rock-polish', 'attract', 'take-down', 'body-slam', 'hyper-beam', 'iron-defense', 'low-sweep', 'assurance', 'stone-edge', 'body-press', 'heat-crash', 'mega-kick', 'smack-down'}",5200,25,100,125,135,20,20,70
875,eiscue-ice,ice,,"{'snore', 'whirlpool', 'reflect', 'rest', 'icicle-crash', 'aqua-ring', 'powder-snow', 'water-pulse', 'hydro-pump', 'liquidation', 'iron-head', 'tackle', 'freeze-dry', 'reversal', 'flip-turn', 'blizzard', 'ice-beam', 'substitute', 'tera-blast', 'round', 'icy-wind', 'rain-dance', 'sleep-talk', 'double-edge', 'zen-headbutt', 'icicle-spear', 'snowscape', 'soak', 'endure', 'protect', 'belly-drum', 'chilling-water', 'facade', 'hail', 'dive', 'giga-impact', 'surf', 'waterfall', 'mist', 'attract', 'avalanche', 'take-down', 'body-slam', 'hyper-beam', 'iron-defense', 'head-smash', 'aurora-veil', 'agility', 'ice-punch', 'brine', 'amnesia', 'headbutt', 'weather-ball', 'ice-spinner'}",890,14,75,80,110,65,90,50
876,indeedee-male,psychic,normal,"{'snore', 'psych-up', 'rest', 'future-sight', 'ally-switch', 'imprison', 'power-swap', 'dazzling-gleam', 'healing-wish', 'tri-attack', 'aromatherapy', 'after-you', 'stored-power', 'gravity', 'play-nice', 'play-rough', 'terrain-pulse', 'metronome', 'drain-punch', 'substitute', 'pay-day', 'tera-blast', 'round', 'fake-out', 'psyshock', 'encore', 'sleep-talk', 'last-resort', 'zen-headbutt', 'psybeam', 'swift', 'helping-hand', 'endure', 'protect', 'wonder-room', 'facade', 'extrasensory', 'hyper-voice', 'trick-room', 'skill-swap', 'attract', 'take-down', 'body-slam', 'shadow-ball', 'calm-mind', 'power-split', 'draining-kiss', 'energy-ball', 'psychic-terrain', 'expanding-force', 'psychic', 'mystical-fire', 'trick', 'magic-room', 'disarming-voice', 'magical-leaf'}",280,9,60,65,55,105,95,95
877,morpeko-full-belly,electric,dark,"{'snore', 'fire-fang', 'snarl', 'ice-fang', 'rest', 'aura-wheel', 'electric-terrain', 'stomping-tantrum', 'psychic-fangs', 'charge', 'swagger', 'torment', 'bullet-seed', 'thunderbolt', 'spite', 'thunder', 'fake-tears', 'crunch', 'revenge', 'thrash', 'reversal', 'rapid-spin', 'thunder-fang', 'quick-attack', 'nasty-plot', 'foul-play', 'volt-switch', 'parting-shot', 'lash-out', 'thunder-shock', 'fling', 'substitute', 'electro-ball', 'eerie-impulse', 'round', 'fake-out', 'rising-voltage', 'tera-blast', 'thunder-wave', 'sleep-talk', 'seed-bomb', 'thief', 'outrage', 'knock-off', 'wild-charge', 'swift', 'uproar', 'endure', 'protect', 'baton-pass', 'quash', 'facade', 'spark', 'tickle', 'power-trip', 'thunder-punch', 'tail-whip', 'flatter', 'payback', 'attract', 'take-down', 'brick-break', 'agility', 'super-fang', 'assurance', 'charge-beam', 'electroweb', 'dark-pulse', 'leer', 'bite', 'taunt', 'scary-face'}",30,3,58,95,58,70,58,97
878,cufant,steel,,"{'snore', 'stomp', 'rest', 'sandstorm', 'growl', 'defense-curl', 'stomping-tantrum', 'swagger', 'earthquake', 'stealth-rock', 'rollout', 'steel-roller', 'brutal-swing', 'earth-power', 'iron-head', 'tackle', 'rock-slide', 'heavy-slam', 'steel-beam', 'play-rough', 'high-horsepower', 'dig', 'fling', 'substitute', 'tera-blast', 'curse', 'flash-cannon', 'whirlwind', 'round', 'rock-blast', 'screech', 'sleep-talk', 'double-edge', 'zen-headbutt', 'slam', 'work-up', 'mud-shot', 'endure', 'protect', 'superpower', 'rock-tomb', 'facade', 'bulldoze', 'belch', 'strength', 'attract', 'body-slam', 'take-down', 'iron-defense', 'brick-break', 'body-press', 'stone-edge', 'fissure', 'mega-kick', 'power-whip', 'rock-smash'}",1000,12,72,80,49,40,49,40
879,copperajah,steel,,"{'snore', 'snarl', 'stomp', 'rest', 'sandstorm', 'growl', 'stomping-tantrum', 'earthquake', 'stealth-rock', 'rollout', 'steel-roller', 'brutal-swing', 'revenge', 'earth-power', 'iron-head', 'tackle', 'rock-slide', 'heavy-slam', 'steel-beam', 'play-rough', 'high-horsepower', 'dig', 'fling', 'substitute', 'tera-blast', 'flash-cannon', 'round', 'rock-blast', 'screech', 'sleep-talk', 'zen-headbutt', 'knock-off', 'outrage', 'work-up', 'mud-shot', 'endure', 'protect', 'superpower', 'rock-tomb', 'facade', 'rock-smash', 'bulldoze', 'strength', 'payback', 'giga-impact', 'attract', 'take-down', 'body-slam', 'hyper-beam', 'brick-break', 'iron-defense', 'body-press', 'stone-edge', 'heat-crash', 'mega-kick', 'power-whip', 'smack-down', 'taunt', 'scary-face'}",6500,30,122,130,69,80,69,30
880,dracozolt,electric,dragon,"{'snore', 'fire-fang', 'stomp', 'rest', 'fire-spin', 'sunny-day', 'pluck', 'stomping-tantrum', 'charge', 'dragon-rush', 'thunderbolt', 'earthquake', 'thunder', 'brutal-swing', 'flamethrower', 'earth-power', 'tackle', 'rock-slide', 'dragon-pulse', 'thunder-fang', 'discharge', 'ancient-power', 'fire-blast', 'thunder-shock', 'high-horsepower', 'substitute', 'electro-ball', 'round', 'dragon-tail', 'meteor-beam', 'rock-blast', 'thunder-wave', 'dragon-claw', 'rain-dance', 'sleep-talk', 'breaking-swipe', 'rising-voltage', 'slam', 'outrage', 'wild-charge', 'low-kick', 'bolt-beak', 'endure', 'protect', 'rock-tomb', 'facade', 'draco-meteor', 'bulldoze', 'aerial-ace', 'thunder-punch', 'giga-impact', 'body-slam', 'hyper-beam', 'stone-edge', 'iron-tail', 'mega-kick', 'mega-punch', 'taunt'}",1900,18,90,100,90,80,70,75
881,arctozolt,electric,ice,"{'snore', 'ice-fang', 'rest', 'echoed-voice', 'icicle-crash', 'pluck', 'stomping-tantrum', 'powder-snow', 'charge', 'hydro-pump', 'thunderbolt', 'thunder', 'rock-slide', 'thunder-fang', 'discharge', 'freeze-dry', 'ancient-power', 'blizzard', 'thunder-shock', 'ice-beam', 'substitute', 'electro-ball', 'round', 'icy-wind', 'meteor-beam', 'rock-blast', 'thunder-wave', 'rising-voltage', 'rain-dance', 'sleep-talk', 'slam', 'icicle-spear', 'wild-charge', 'low-kick', 'bolt-beak', 'endure', 'protect', 'rock-tomb', 'facade', 'hail', 'bulldoze', 'hyper-voice', 'thunder-punch', 'surf', 'payback', 'giga-impact', 'avalanche', 'body-slam', 'hyper-beam', 'stone-edge', 'iron-tail', 'mega-kick', 'mega-punch', 'taunt'}",1500,23,90,100,90,90,80,55
882,dracovish,water,dragon,"{'snore', 'whirlpool', 'stomp', 'ice-fang', 'rest', 'stomping-tantrum', 'psychic-fangs', 'dragon-rush', 'dragon-breath', 'hydro-pump', 'earthquake', 'liquidation', 'crunch', 'brutal-swing', 'earth-power', 'iron-head', 'tackle', 'rock-slide', 'dragon-pulse', 'ancient-power', 'substitute', 'round', 'meteor-beam', 'water-gun', 'rock-blast', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'leech-life', 'scald', 'outrage', 'low-kick', 'endure', 'protect', 'rock-tomb', 'fishious-rend', 'facade', 'draco-meteor', 'bulldoze', 'dive', 'giga-impact', 'surf', 'waterfall', 'body-slam', 'hyper-beam', 'super-fang', 'stone-edge', 'brine', 'mega-kick', 'bite'}",2150,23,90,90,100,70,80,75
883,arctovish,water,ice,"{'snore', 'whirlpool', 'ice-fang', 'rest', 'icicle-crash', 'powder-snow', 'psychic-fangs', 'hydro-pump', 'liquidation', 'crunch', 'iron-head', 'rock-slide', 'freeze-dry', 'ancient-power', 'blizzard', 'ice-beam', 'substitute', 'round', 'icy-wind', 'water-gun', 'rock-blast', 'meteor-beam', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'icicle-spear', 'endure', 'protect', 'rock-tomb', 'facade', 'hail', 'dive', 'giga-impact', 'surf', 'waterfall', 'aurora-veil', 'avalanche', 'body-slam', 'hyper-beam', 'iron-defense', 'super-fang', 'stone-edge', 'brine', 'fishious-rend', 'bite'}",1750,20,90,90,100,80,90,55
884,duraludon,steel,dragon,"{'snore', 'snarl', 'reflect', 'rest', 'metal-sound', 'stomping-tantrum', 'thunderbolt', 'thunder', 'stealth-rock', 'steel-roller', 'mirror-coat', 'iron-head', 'rock-slide', 'dragon-pulse', 'heavy-slam', 'foul-play', 'steel-beam', 'substitute', 'flash-cannon', 'round', 'night-slash', 'dragon-tail', 'thunder-wave', 'dragon-claw', 'screech', 'swords-dance', 'sleep-talk', 'breaking-swipe', 'laser-focus', 'gyro-ball', 'outrage', 'metal-claw', 'endure', 'protect', 'rock-tomb', 'facade', 'rock-smash', 'draco-meteor', 'solar-beam', 'giga-impact', 'metal-burst', 'light-screen', 'attract', 'hone-claws', 'hyper-beam', 'body-slam', 'iron-defense', 'brick-break', 'slash', 'stone-edge', 'body-press', 'dark-pulse', 'leer', 'scary-face'}",400,18,70,95,115,120,50,85
885,dreepy,dragon,ghost,"{'snore', 'rest', 'astonish', 'infestation', 'quick-attack', 'grudge', 'substitute', 'tera-blast', 'curse', 'round', 'dragon-tail', 'thunder-wave', 'double-team', 'sleep-talk', 'swift', 'confuse-ray', 'helping-hand', 'endure', 'protect', 'baton-pass', 'facade', 'draco-meteor', 'attract', 'sucker-punch', 'bite', 'disable'}",20,5,28,60,30,40,30,82
886,drakloak,dragon,ghost,"{'snore', 'reflect', 'rest', 'sunny-day', 'lock-on', 'ally-switch', 'psychic-fangs', 'dragon-rush', 'hydro-pump', 'thunderbolt', 'thunder', 'astonish', 'flamethrower', 'infestation', 'dragon-pulse', 'steel-wing', 'beat-up', 'quick-attack', 'will-o-wisp', 'fire-blast', 'substitute', 'tera-blast', 'dragon-dance', 'round', 'dragon-tail', 'thunder-wave', 'last-resort', 'sleep-talk', 'double-edge', 'acrobatics', 'breaking-swipe', 'pounce', 'hex', 'thief', 'outrage', 'scald', 'swift', 'helping-hand', 'endure', 'protect', 'double-hit', 'baton-pass', 'facade', 'draco-meteor', 'dive', 'surf', 'light-screen', 'attract', 'u-turn', 'take-down', 'night-shade', 'shadow-ball', 'phantom-force', 'agility', 'assurance', 'brine', 'bite'}",110,14,68,80,50,60,50,102
887,dragapult,dragon,ghost,"{'snore', 'reflect', 'rest', 'sunny-day', 'lock-on', 'ally-switch', 'psychic-fangs', 'dragon-rush', 'dragon-breath', 'hydro-pump', 'thunderbolt', 'thunder', 'astonish', 'flamethrower', 'infestation', 'tri-attack', 'dragon-pulse', 'steel-wing', 'beat-up', 'quick-attack', 'will-o-wisp', 'fire-blast', 'substitute', 'tera-blast', 'dragon-dance', 'round', 'dragon-tail', 'thunder-wave', 'dragon-claw', 'last-resort', 'sleep-talk', 'double-edge', 'acrobatics', 'breaking-swipe', 'pounce', 'hex', 'thief', 'outrage', 'scald', 'swift', 'helping-hand', 'endure', 'protect', 'double-hit', 'baton-pass', 'facade', 'draco-meteor', 'dive', 'solar-beam', 'giga-impact', 'surf', 'light-screen', 'attract', 'u-turn', 'take-down', 'body-slam', 'hyper-beam', 'night-shade', 'shadow-ball', 'phantom-force', 'agility', 'assurance', 'dragon-darts', 'brine', 'sucker-punch', 'bite', 'fly'}",500,30,88,120,75,100,75,142
888,zacian,fairy,,"{'snore', 'fire-fang', 'snarl', 'ice-fang', 'rest', 'howl', 'imprison', 'psychic-fangs', 'focus-energy', 'crunch', 'dazzling-gleam', 'revenge', 'moonblast', 'iron-head', 'brutal-swing', 'noble-roar', 'thunder-fang', 'reversal', 'trailblaze', 'quick-attack', 'poison-jab', 'retaliate', 'steel-beam', 'play-rough', 'false-swipe', 'dig', 'quick-guard', 'substitute', 'tera-blast', 'flash-cannon', 'round', 'focus-blast', 'swords-dance', 'sleep-talk', 'laser-focus', 'wild-charge', 'work-up', 'swift', 'helping-hand', 'metal-claw', 'endure', 'protect', 'air-slash', 'facade', 'psycho-cut', 'hyper-voice', 'sacred-sword', 'giga-impact', 'tail-slap', 'take-down', 'hyper-beam', 'body-slam', 'brick-break', 'iron-defense', 'agility', 'misty-terrain', 'solar-blade', 'slash', 'assurance', 'iron-tail', 'bite', 'close-combat', 'scary-face'}",1100,28,92,120,115,80,115,138
889,zamazenta,fighting,,"{'snore', 'fire-fang', 'snarl', 'reflect', 'rest', 'sandstorm', 'sunny-day', 'ice-fang', 'howl', 'wide-guard', 'imprison', 'psychic-fangs', 'power-swap', 'safeguard', 'focus-energy', 'crunch', 'dazzling-gleam', 'revenge', 'moonblast', 'iron-head', 'thunder-fang', 'reversal', 'heavy-slam', 'trailblaze', 'quick-attack', 'retaliate', 'steel-beam', 'play-rough', 'dig', 'substitute', 'tera-blast', 'flash-cannon', 'round', 'focus-blast', 'rain-dance', 'sleep-talk', 'guard-swap', 'laser-focus', 'wild-charge', 'work-up', 'swift', 'helping-hand', 'metal-claw', 'endure', 'protect', 'facade', 'roar', 'coaching', 'hyper-voice', 'solar-beam', 'payback', 'giga-impact', 'metal-burst', 'light-screen', 'tail-slap', 'take-down', 'hyper-beam', 'body-slam', 'brick-break', 'iron-defense', 'agility', 'slash', 'stone-edge', 'body-press', 'iron-tail', 'bite', 'close-combat', 'scary-face'}",2100,29,92,120,115,80,115,138
890,eternatus,poison,dragon,"{'snore', 'reflect', 'rest', 'fire-spin', 'sunny-day', 'toxic', 'venoshock', 'gunk-shot', 'eternabeam', 'brutal-swing', 'flamethrower', 'scary-face', 'dragon-pulse', 'poison-jab', 'gravity', 'fire-blast', 'substitute', 'sludge-bomb', 'dragon-dance', 'flash-cannon', 'round', 'dragon-tail', 'meteor-beam', 'tera-blast', 'screech', 'sleep-talk', 'rain-dance', 'cross-poison', 'poison-tail', 'outrage', 'dynamax-cannon', 'confuse-ray', 'recover', 'protect', 'endure', 'facade', 'venom-drench', 'draco-meteor', 'solar-beam', 'payback', 'giga-impact', 'light-screen', 'cosmic-power', 'take-down', 'hyper-beam', 'body-slam', 'shadow-ball', 'toxic-spikes', 'agility', 'sludge-wave', 'assurance', 'mystical-fire', 'fly'}",9500,200,140,85,95,145,95,130
